OrderDate,Revenue
2023-09-02,1181460.68
2023-09-03,1071538.67
2023-09-04,709552.79
2023-09-05,1348114.71
2023-09-06,1039126.18
2023-09-07,1041691.1799999999
2023-09-08,528979.31
2023-09-09,651834.55
2023-09-10,836733.35
2023-09-11,563641.08
2023-09-12,774810.7000000001
2023-09-13,764048.88
2023-09-14,638163.96
2023-09-15,456150.7
2023-09-16,983296.58
2023-09-17,974791.4199999999
2023-09-18,1574636.56
2023-09-19,979254.61
2023-09-20,1380400.06
2023-09-21,1050491.56
2023-09-22,1097188.33
2023-09-23,1108329.81
2023-09-24,1097789.28
2023-09-25,1459493.36
2023-09-26,1446461.86
2023-09-27,664296.16
2023-09-28,1514956.62
2023-09-29,1425944.15
2023-09-30,1770205.17
2023-10-01,1152449.6
2023-10-02,1094703.04
2023-10-03,1029765.39
2023-10-04,947522.0599999999
2023-10-05,1030692.26
2023-10-06,1381727.72
2023-10-07,1048508.1900000001
2023-10-08,1764975.02
2023-10-09,613089.67
2023-10-10,1017134.94
2023-10-11,1028821.83
2023-10-12,1004547.6
2023-10-13,1113206.32
2023-10-14,883755.28
2023-10-15,660601.05
2023-10-16,1431583.47
2023-10-17,665070.27
2023-10-18,1286767.76
2023-10-19,1547085.03
2023-10-20,1472995.75
2023-10-21,931615.02
2023-10-22,1335487.88
2023-10-23,987544.5700000001
2023-10-24,1248019.16
2023-10-25,962630.08
2023-10-26,1290732.98
2023-10-27,1048283.53
2023-10-28,1582582.47
2023-10-29,1194735.43
2023-10-30,1185763.83
2023-10-31,1102147.5
2023-11-01,1285552.49
2023-11-02,1100997.28
2023-11-03,1090382.53
2023-11-04,1444472.86
2023-11-05,1275840.05
2023-11-06,1121248.54
2023-11-07,1147338.2
2023-11-08,1058514.6199999999
2023-11-09,1174091.0
2023-11-10,1144782.14
2023-11-11,597292.88
2023-11-12,828960.01
2023-11-13,1093065.18
2023-11-14,659277.21
2023-11-15,1316907.4
2023-11-16,1345649.82
2023-11-17,1504305.08
2023-11-18,1447480.76
2023-11-19,1375804.68
2023-11-20,1076249.35
2023-11-21,1183078.39
2023-11-22,1340007.6400000001
2023-11-23,1216942.06
2023-11-24,1241502.24
2023-11-25,1418049.02
2023-11-26,874795.51
2023-11-27,1529951.44
2023-11-28,900051.6900000001
2023-11-29,1124833.79
2023-11-30,1184933.88
2023-12-01,1298800.7
2023-12-02,1698608.67
2023-12-03,1202440.64
2023-12-04,1467979.44
2023-12-05,1119890.9
2023-12-06,1221860.91
2023-12-07,1491650.77
2023-12-08,1135899.07
2023-12-09,943092.6
2023-12-10,1520279.3
2023-12-11,1184864.04
2023-12-12,1704196.48
2023-12-13,1492862.5
2023-12-14,884952.4299999999
2023-12-15,986658.3099999999
2023-12-16,1075409.36
2023-12-17,1399799.09
2023-12-18,1261607.83
2023-12-19,1117105.98
2023-12-20,1172337.55
2023-12-21,1339316.09
2023-12-22,1237713.32
2023-12-23,1661578.89
2023-12-24,1181512.34
2023-12-25,1504889.9
2023-12-26,1242241.92
2023-12-27,2354864.39
2023-12-28,1025065.78
2023-12-29,1297644.1
2023-12-30,2126999.01
2023-12-31,1612052.67
2024-01-01,1278410.52
2024-01-02,858307.07
2024-01-03,1775652.46
2024-01-04,1231323.31
2024-01-05,1846664.71
2024-01-06,1474921.1
2024-01-07,722798.66
2024-01-08,1095734.01
2024-01-09,1220463.1300000001
2024-01-10,1417073.14
2024-01-11,1078267.8599999999
2024-01-12,978137.76
2024-01-13,994581.32
2024-01-14,1059723.28
2024-01-15,1720900.66
2024-01-16,1604131.08
2024-01-17,1394856.43
2024-01-18,1367654.19
2024-01-19,1256444.72
2024-01-20,1912367.42
2024-01-21,1378730.77
2024-01-22,1626130.99
2024-01-23,2286305.18
2024-01-24,1373375.53
2024-01-25,1881138.56
2024-01-26,1555129.06
2024-01-27,1211791.6
2024-01-28,1418552.44
2024-01-29,1591989.42
2024-01-30,846481.14
2024-01-31,1225363.35
2024-02-01,1236436.7
2024-02-02,1233425.68
2024-02-03,1778806.78
2024-02-04,1265267.2
2024-02-05,1798756.67
2024-02-06,1308796.78
2024-02-07,787980.51
2024-02-08,1011091.36
2024-02-09,1423987.02
2024-02-10,1045344.09
2024-02-11,1058456.36
2024-02-12,1036998.0499999999
2024-02-13,1671745.73
2024-02-14,1947462.83
2024-02-15,1350294.31
2024-02-16,1814447.37
2024-02-17,1507185.53
2024-02-18,1590970.15
2024-02-19,1411997.92
2024-02-20,2028183.61
2024-02-21,1607030.58
2024-02-22,1211981.47
2024-02-23,1855874.71
2024-02-24,1579229.25
2024-02-25,2683500.25
2024-02-26,1713629.87
2024-02-27,1490918.56
2024-02-28,1004892.07
2024-02-29,1764109.07
2024-03-01,1526716.82
2024-03-02,1546754.68
2024-03-03,1440738.24
2024-03-04,1310791.83
2024-03-05,1972724.4
2024-03-06,2464361.46
2024-03-07,1205816.86
2024-03-08,1132493.34
2024-03-09,1773862.93
2024-03-10,1362309.8699999999
2024-03-11,1650711.89
2024-03-12,1299567.19
2024-03-13,1278965.32
2024-03-14,1529018.03
2024-03-15,1236640.02
2024-03-16,1450541.9
2024-03-17,1341357.82
2024-03-18,1427271.31
2024-03-19,1708765.58
2024-03-20,1441928.08
2024-03-21,1781542.22
2024-03-22,1426376.76
2024-03-23,1227792.13
2024-03-24,1345498.44
2024-03-25,1356899.6
2024-03-26,2120673.07
2024-03-27,1686325.31
2024-03-28,2058413.87
2024-03-29,1126039.14
2024-03-30,1737144.22
2024-03-31,1868762.16
2024-04-01,2174383.76
2024-04-02,1517592.52
2024-04-03,1866922.85
2024-04-04,2445860.39
2024-04-05,2110699.51
2024-04-06,1103461.0
2024-04-07,2041829.45
2024-04-08,1794043.68
2024-04-09,1037726.1
2024-04-10,2087570.74
2024-04-11,2063920.88
2024-04-12,1567428.34
2024-04-13,1929421.94
2024-04-14,1686173.54
2024-04-15,2142798.81
2024-04-16,2368968.69
2024-04-17,1688039.35
2024-04-18,1736677.97
2024-04-19,1842043.48
2024-04-20,1887342.1300000001
2024-04-21,1515345.08
2024-04-22,1550531.8
2024-04-23,2080958.79
2024-04-24,1838402.53
2024-04-25,2811137.9899999998
2024-04-26,1434682.46
2024-04-27,1414172.8800000001
2024-04-28,1754868.95
2024-04-29,1864980.97
2024-04-30,1670816.6
2024-05-01,2081073.99
2024-05-02,1686313.83
2024-05-03,2155068.48
2024-05-04,2151157.73
2024-05-05,2260246.74
2024-05-06,1673668.57
2024-05-07,1710771.69
2024-05-08,1066802.91
2024-05-09,1689362.89
2024-05-10,1849505.71
2024-05-11,2083172.45
2024-05-12,1928988.47
2024-05-13,1673427.01
2024-05-14,1718498.3
2024-05-15,1773493.2
2024-05-16,2341454.48
2024-05-17,1566743.04
2024-05-18,1769625.06
2024-05-19,2114969.91
2024-05-20,1791754.41
2024-05-21,1765703.8900000001
2024-05-22,1838723.44
2024-05-23,1947911.44
2024-05-24,1732525.21
2024-05-25,2143941.86
2024-05-26,1817902.96
2024-05-27,1785453.79
2024-05-28,2246456.57
2024-05-29,2286553.83
2024-05-30,1844033.31
2024-05-31,1753722.71
2024-06-01,2125293.45
2024-06-02,1942497.99
2024-06-03,1869153.45
2024-06-04,2474804.23
2024-06-05,1378237.27
2024-06-06,2293600.83
2024-06-07,1705247.75
2024-06-08,2011788.85
2024-06-09,1969498.46
2024-06-10,1693831.47
2024-06-11,1776956.72
2024-06-12,1905967.11
2024-06-13,2058699.53
2024-06-14,2224073.16
2024-06-15,2278567.36
2024-06-16,2109181.89
2024-06-17,2124267.26
2024-06-18,1914558.91
2024-06-19,2399365.89
2024-06-20,2443751.68
2024-06-21,1985527.81
2024-06-22,1867715.6
2024-06-23,1965791.43
2024-06-24,3654534.29
2024-06-25,1666197.33
2024-06-26,2443654.47
2024-06-27,2081629.65
2024-06-28,2014032.72
2024-06-29,1833302.49
2024-06-30,2054449.06
2024-07-01,1709075.78
2024-07-02,2408523.4
2024-07-03,2390872.41
2024-07-04,2587137.61
2024-07-05,1900111.54
2024-07-06,1452562.49
2024-07-07,1606598.24
2024-07-08,2098192.27
2024-07-09,2064558.6400000001
2024-07-10,2291749.05
2024-07-11,2199848.46
2024-07-12,2736671.5
2024-07-13,2588844.97
2024-07-14,1968868.15
2024-07-15,1970196.58
2024-07-16,1581260.55
2024-07-17,2257585.9
2024-07-18,1511251.24
2024-07-19,2768795.88
2024-07-20,1944769.51
2024-07-21,2113174.0
2024-07-22,2550921.04
2024-07-23,2295171.74
2024-07-24,2709747.67
2024-07-25,2369924.02
2024-07-26,1982135.9
2024-07-27,2292190.77
2024-07-28,2568549.1
2024-07-29,2768079.9
2024-07-30,2344771.94
2024-07-31,2526031.03
2024-08-01,2148564.44
2024-08-02,2663678.05
2024-08-03,2961084.99
2024-08-04,1962627.98
2024-08-05,2349044.0
2024-08-06,2078146.6300000001
2024-08-07,2170633.14
2024-08-08,2262819.2399999998
2024-08-09,1804707.86
2024-08-10,2119861.0
2024-08-11,1827238.93
2024-08-12,2632028.79
2024-08-13,3325253.98
2024-08-14,3109994.81
2024-08-15,2335087.61
2024-08-16,2340212.57
2024-08-17,2347563.79
2024-08-18,2946557.43
2024-08-19,1897781.03
2024-08-20,2207436.31
2024-08-21,2952670.6
2024-08-22,2699527.76
2024-08-23,3685695.97
2024-08-24,2753214.69
2024-08-25,2154710.6
2024-08-26,2058914.41
2024-08-27,3232570.76
2024-08-28,2678977.77
2024-08-29,2736122.4699999997
2024-08-30,2569529.81
2024-08-31,2547428.42
2024-09-01,3030910.34
2024-09-02,2761212.4
2024-09-03,2181711.86
2024-09-04,2626127.3
2024-09-05,2951324.34
2024-09-06,1647052.44
2024-09-07,2572719.48
2024-09-08,2541555.84
2024-09-09,2805504.55
2024-09-10,2789370.81
2024-09-11,3049878.35
2024-09-12,2395928.67
2024-09-13,2818873.84
2024-09-14,2762638.1
2024-09-15,2682463.38
2024-09-16,2561166.13
2024-09-17,2962503.57
2024-09-18,2458192.24
2024-09-19,2279594.49
2024-09-20,2047258.43
2024-09-21,2088632.69
2024-09-22,3580431.38
2024-09-23,2353118.81
2024-09-24,3193891.78
2024-09-25,2936926.85
2024-09-26,2833527.77
2024-09-27,2692345.11
2024-09-28,2755643.17
2024-09-29,2454553.42
2024-09-30,2511045.66
2024-10-01,2744373.2
2024-10-02,3925810.15
2024-10-03,2136871.93
2024-10-04,2986975.47
2024-10-05,2705308.25
2024-10-06,2333569.91
2024-10-07,2974142.6
2024-10-08,3215348.67
2024-10-09,2559241.27
2024-10-10,3244365.2
2024-10-11,3243656.62
2024-10-12,2678526.74
2024-10-13,3085542.18
2024-10-14,3152583.65
2024-10-15,3280525.89
2024-10-16,2979925.23
2024-10-17,3164309.98
2024-10-18,3367089.31
2024-10-19,3754753.92
2024-10-20,3145359.4899999998
2024-10-21,2895272.71
2024-10-22,3826220.57
2024-10-23,2672170.67
2024-10-24,3454092.23
2024-10-25,3096895.08
2024-10-26,3074863.8
2024-10-27,3675226.54
2024-10-28,3561628.38
2024-10-29,2816531.09
2024-10-30,4097674.46
2024-10-31,2847024.53
2024-11-01,3505580.42
2024-11-02,3336513.64
2024-11-03,3348402.24
2024-11-04,3785311.42
2024-11-05,2876649.42
2024-11-06,3407693.49
2024-11-07,3528344.62
2024-11-08,2853995.59
2024-11-09,2906382.28
2024-11-10,2555762.55
2024-11-11,3381689.92
2024-11-12,3353545.18
2024-11-13,2633046.27
2024-11-14,3481596.25
2024-11-15,2724820.22
2024-11-16,3551174.44
2024-11-17,3407622.44
2024-11-18,3302264.34
2024-11-19,2919741.37
2024-11-20,2789135.04
2024-11-21,3906602.31
2024-11-22,3514769.36
2024-11-23,3222662.2
2024-11-24,3374529.11
2024-11-25,3728486.32
2024-11-26,3242047.59
2024-11-27,3439948.25
2024-11-28,3269910.75
2024-11-29,2992737.68
2024-11-30,3232115.94
2024-12-01,2892686.13
2024-12-02,2306613.79
2024-12-03,3123070.0
2024-12-04,3224738.86
2024-12-05,2350345.82
2024-12-06,3250280.04
2024-12-07,2596655.4
2024-12-08,2220739.17
2024-12-09,2251566.37
2024-12-10,9014632.21
2024-12-11,9211269.05
2024-12-12,7942505.11
2024-12-13,8460630.51
2024-12-14,8489134.52
2024-12-15,8427746.56
2024-12-16,7688051.94
2024-12-17,8107737.55
2024-12-18,8271326.15
2024-12-19,8539450.23
2024-12-20,7511270.62
2024-12-21,16936691.97
2024-12-22,8086572.29
2024-12-23,7117610.56
2024-12-24,8662310.07
2024-12-25,7092653.6
2024-12-26,7240009.03
2024-12-27,7070417.5
2024-12-28,7407896.73
2024-12-29,5841874.64
2024-12-30,7878106.2
2024-12-31,7172905.07
