CustomerID,OrderDate,PreferedOrderCat,Quantity,UnitPrice,Revenue,Churn,CashbackAmount,CurrentStockLevel,StockoutRisk,SafetyStock,ReorderPoint,LeadTimeDays
50087,2023-08-20 00:00:00,Grocery,5,1392.66,6963.3,0,44.09,1206,0,418,334,1
54310,2023-08-20 00:00:00,Laptop & Accessory,1,35013.83,35013.83,0,2489.62,1603,0,836,669,7
51216,2023-08-20 00:00:00,Others,2,876.39,1752.78,0,12.52,387,1,553,443,7
51716,2023-08-20 00:00:00,Laptop & Accessory,1,72748.63,72748.63,0,752.19,1353,1,1791,1433,15
50018,2023-08-20 00:00:00,Fashion,2,4309.03,8618.06,1,77.59,1265,0,1188,950,7
50052,2023-08-20 00:00:00,Fashion,1,3226.96,3226.96,0,339.12,887,0,1018,814,6
53545,2023-08-20 00:00:00,Laptop & Accessory,1,66895.54,66895.54,0,1937.52,1296,1,1672,1338,14
50310,2023-08-20 00:00:00,Mobile,1,37693.31,37693.31,0,1948.43,356,0,175,140,5
52881,2023-08-20 00:00:00,Mobile Phone,1,21444.28,21444.28,1,2464.42,763,1,1004,803,10
52688,2023-08-20 00:00:00,Mobile Phone,1,19507.8,19507.8,0,1489.9,764,0,803,643,8
53031,2023-08-20 00:00:00,Mobile,1,30998.22,30998.22,0,772.46,337,0,175,140,5
51612,2023-08-20 00:00:00,Laptop & Accessory,1,28618.09,28618.09,1,1808.73,2016,0,2150,1720,18
51367,2023-08-20 00:00:00,Others,2,1595.73,3191.46,0,24.91,412,1,553,443,7
52271,2023-08-20 00:00:00,Mobile Phone,1,13023.06,13023.06,0,802.13,937,0,1004,803,10
50050,2023-08-20 00:00:00,Fashion,1,3176.69,3176.69,0,193.26,1179,0,679,543,4
52288,2023-08-20 00:00:00,Fashion,4,4629.78,18519.12,0,435.56,1173,0,509,407,3
50740,2023-08-21 00:00:00,Fashion,1,2217.31,2217.31,0,362.13,1103,0,1357,1086,8
52775,2023-08-21 00:00:00,Others,3,218.91,656.73,1,81.76,564,0,395,316,5
54929,2023-08-21 00:00:00,Mobile Phone,1,19164.24,19164.24,0,277.07,690,1,1004,803,10
55115,2023-08-21 00:00:00,Mobile Phone,1,16422.81,16422.81,0,421.21,1120,0,1105,884,11
53777,2023-08-21 00:00:00,Laptop & Accessory,1,29591.74,29591.74,0,2861.36,1262,0,955,764,8
54337,2023-08-21 00:00:00,Mobile,1,22678.41,22678.41,0,1054.35,337,0,281,224,8
50574,2023-08-21 00:00:00,Laptop & Accessory,1,64530.51,64530.51,0,2271.15,1896,0,1553,1242,13
52992,2023-08-21 00:00:00,Laptop & Accessory,1,71664.63,71664.63,0,3693.13,1201,1,2389,1911,20
51011,2023-08-21 00:00:00,Mobile Phone,1,25145.49,25145.49,0,1765.28,741,0,904,723,9
53461,2023-08-21 00:00:00,Fashion,2,3510.02,7020.04,0,232.37,798,0,679,543,4
52996,2023-08-21 00:00:00,Mobile Phone,1,34574.33,34574.33,0,2174.29,980,0,904,723,9
55616,2023-08-21 00:00:00,Grocery,10,537.76,5377.6,0,2.68,1212,0,418,334,1
54814,2023-08-21 00:00:00,Grocery,12,431.08,5172.96,0,21.71,1108,1,1672,1338,4
52507,2023-08-21 00:00:00,Mobile Phone,1,26746.02,26746.02,0,794.03,772,0,603,482,6
54521,2023-08-21 00:00:00,Mobile Phone,1,21522.6,21522.6,1,1130.08,1012,0,1105,884,11
55061,2023-08-21 00:00:00,Fashion,2,2492.95,4985.9,0,302.8,882,0,509,407,3
52396,2023-08-21 00:00:00,Grocery,5,1626.32,8131.6,0,41.4,1058,0,418,334,1
50515,2023-08-21 00:00:00,Grocery,14,177.45,2484.3,1,35.82,917,0,418,334,1
53889,2023-08-21 00:00:00,Mobile Phone,1,17185.85,17185.85,0,1564.32,1055,0,603,482,6
54698,2023-08-21 00:00:00,Laptop & Accessory,1,38172.76,38172.76,0,1347.54,1437,0,1672,1338,14
50416,2023-08-21 00:00:00,Others,2,1616.3,3232.6,0,20.51,505,0,474,380,6
52966,2023-08-21 00:00:00,Others,2,3836.7,7673.4,0,91.73,388,0,316,253,4
53802,2023-08-21 00:00:00,Others,3,2772.59,8317.77,0,90.97,496,0,316,253,4
55525,2023-08-21 00:00:00,Laptop & Accessory,1,71137.63,71137.63,0,2055.66,1701,0,1911,1529,16
50543,2023-08-21 00:00:00,Mobile,2,15007.02,30014.04,0,968.65,248,0,281,224,8
50963,2023-08-21 00:00:00,Laptop & Accessory,1,55153.92,55153.92,0,1579.87,1342,1,2150,1720,18
54080,2023-08-22 00:00:00,Mobile,2,13272.66,26545.32,1,1615.98,259,1,351,281,10
51333,2023-08-22 00:00:00,Grocery,3,1931.09,5793.27,0,10.89,851,1,1672,1338,4
53576,2023-08-22 00:00:00,Mobile Phone,1,31620.61,31620.61,0,2224.29,836,0,904,723,9
53915,2023-08-22 00:00:00,Laptop & Accessory,1,27040.86,27040.86,0,3432.49,1858,1,2389,1911,20
50485,2023-08-22 00:00:00,Laptop & Accessory,1,74404.37,74404.37,0,2271.61,1802,0,2150,1720,18
53806,2023-08-22 00:00:00,Fashion,4,4479.4,17917.6,1,391.83,889,0,509,407,3
53525,2023-08-22 00:00:00,Mobile Phone,1,22406.25,22406.25,1,1457.48,679,1,1004,803,10
54810,2023-08-22 00:00:00,Laptop & Accessory,1,43418.76,43418.76,0,3596.75,1644,0,1194,955,10
52576,2023-08-22 00:00:00,Mobile,2,39634.19,79268.38,0,2099.61,374,0,351,281,10
54062,2023-08-22 00:00:00,Others,3,3589.38,10768.14,0,43.26,439,1,553,443,7
50876,2023-08-22 00:00:00,Laptop & Accessory,1,68945.11,68945.11,0,4051.76,1407,1,2269,1815,19
52942,2023-08-22 00:00:00,Laptop & Accessory,1,47101.81,47101.81,0,2128.48,1338,0,1194,955,10
54580,2023-08-22 00:00:00,Mobile,2,26411.51,52823.02,0,1767.39,367,0,351,281,10
50834,2023-08-22 00:00:00,Mobile Phone,1,40237.08,40237.08,0,946.91,1078,0,1205,964,12
53218,2023-08-22 00:00:00,Mobile Phone,1,43208.89,43208.89,0,1478.02,745,1,1306,1044,13
54942,2023-08-22 00:00:00,Fashion,2,3251.43,6502.86,0,271.11,1194,0,1018,814,6
53028,2023-08-22 00:00:00,Fashion,1,1316.88,1316.88,0,208.08,976,0,1188,950,7
54526,2023-08-22 00:00:00,Others,3,1399.36,4198.08,0,84.33,538,0,316,253,4
50867,2023-08-22 00:00:00,Laptop & Accessory,1,36492.17,36492.17,0,2756.35,1220,0,1433,1147,12
55037,2023-08-22 00:00:00,Laptop & Accessory,1,39184,39184,0,1111.3,2013,0,1314,1051,11
51429,2023-08-22 00:00:00,Laptop & Accessory,1,69397.36,69397.36,0,3028.53,1382,1,2030,1624,17
52143,2023-08-22 00:00:00,Others,2,253.99,507.98,0,85.04,511,0,395,316,5
54240,2023-08-22 00:00:00,Others,3,3630.03,10890.09,0,19.65,456,1,712,569,9
50229,2023-08-22 00:00:00,Mobile Phone,1,19613.58,19613.58,1,2189.85,949,0,803,643,8
55258,2023-08-23 00:00:00,Laptop & Accessory,1,52167.27,52167.27,1,1890.53,1919,0,2030,1624,17
52148,2023-08-23 00:00:00,Mobile Phone,1,45793.96,45793.96,0,650.15,902,0,603,482,6
52129,2023-08-23 00:00:00,Others,1,3779.61,3779.61,0,37.23,555,0,553,443,7
52284,2023-08-23 00:00:00,Laptop & Accessory,1,42168.14,42168.14,0,1810.76,1612,1,2030,1624,17
53450,2023-08-23 00:00:00,Others,3,2285.33,6855.99,0,46.2,455,0,237,190,3
55366,2023-08-23 00:00:00,Laptop & Accessory,1,37694.39,37694.39,0,3770.13,1221,1,1911,1529,16
53154,2023-08-23 00:00:00,Mobile Phone,1,34505.17,34505.17,0,2279.51,969,1,1306,1044,13
50227,2023-08-23 00:00:00,Fashion,1,2261.57,2261.57,0,202.27,1185,0,1188,950,7
53138,2023-08-23 00:00:00,Mobile Phone,1,25555.19,25555.19,0,2385.05,1061,0,1306,1044,13
51576,2023-08-23 00:00:00,Laptop & Accessory,1,75616.95,75616.95,0,1835.11,1456,1,1911,1529,16
53675,2023-08-23 00:00:00,Laptop & Accessory,1,71230.19,71230.19,1,2852.02,1691,0,1911,1529,16
52137,2023-08-23 00:00:00,Mobile Phone,1,10384.95,10384.95,0,1173.41,740,0,603,482,6
53698,2023-08-23 00:00:00,Grocery,2,1958.46,3916.92,0,2.16,910,1,1672,1338,4
54905,2023-08-23 00:00:00,Mobile Phone,1,23685.12,23685.12,0,2356.03,740,0,603,482,6
54247,2023-08-23 00:00:00,Laptop & Accessory,1,75819.62,75819.62,0,1603.75,1695,1,2150,1720,18
53593,2023-08-23 00:00:00,Grocery,12,975.34,11704.08,0,16.5,1127,1,1672,1338,4
53618,2023-08-23 00:00:00,Fashion,1,2473.72,2473.72,0,31.84,785,0,848,679,5
50241,2023-08-23 00:00:00,Mobile,1,34796.31,34796.31,0,1185.61,311,0,386,309,11
55103,2023-08-23 00:00:00,Grocery,3,207.34,622.02,0,6.98,1115,0,1254,1003,3
51971,2023-08-23 00:00:00,Others,3,2092.94,6278.82,0,13.12,354,1,633,506,8
51391,2023-08-23 00:00:00,Fashion,2,1932.69,3865.38,0,126.15,990,1,1527,1221,9
52644,2023-08-23 00:00:00,Laptop & Accessory,1,27321.68,27321.68,0,1229.52,1427,0,1075,860,9
55590,2023-08-23 00:00:00,Fashion,3,4481.22,13443.66,0,59.64,1202,0,509,407,3
54054,2023-08-23 00:00:00,Mobile,1,25747.9,25747.9,1,812.13,334,0,386,309,11
53401,2023-08-23 00:00:00,Mobile Phone,1,41338.26,41338.26,0,1543.01,802,0,603,482,6
51241,2023-08-24 00:00:00,Fashion,4,1794.42,7177.68,0,362.79,942,1,1188,950,7
55428,2023-08-24 00:00:00,Laptop & Accessory,1,29158.32,29158.32,0,4170.2,1949,0,2150,1720,18
51312,2023-08-24 00:00:00,Laptop & Accessory,1,31253.59,31253.59,0,2637.1,1186,0,1314,1051,11
51775,2023-08-24 00:00:00,Grocery,4,477.91,1911.64,0,10.93,1285,1,1672,1338,4
53262,2023-08-24 00:00:00,Fashion,1,4198.73,4198.73,0,265.72,1174,0,509,407,3
52270,2023-08-24 00:00:00,Grocery,10,282.54,2825.4,0,19.99,1069,1,1672,1338,4
50170,2023-08-24 00:00:00,Mobile Phone,1,46325.01,46325.01,1,1481.58,1116,0,1205,964,12
52310,2023-08-24 00:00:00,Mobile Phone,1,38932.68,38932.68,0,2567.51,735,0,904,723,9
52875,2023-08-24 00:00:00,Mobile,1,44937.19,44937.19,0,1904.41,340,0,316,253,9
52480,2023-08-24 00:00:00,Fashion,3,1468.45,4405.35,0,435.4,1272,0,679,543,4
51769,2023-08-24 00:00:00,Mobile Phone,1,25077.25,25077.25,0,1689.06,767,0,904,723,9
50532,2023-08-24 00:00:00,Grocery,3,394.63,1183.89,0,40.92,1121,0,836,669,2
50685,2023-08-24 00:00:00,Mobile,1,45126.65,45126.65,0,680.01,297,0,351,281,10
50918,2023-08-24 00:00:00,Fashion,1,4475.89,4475.89,0,479.64,792,1,1357,1086,8
53010,2023-08-24 00:00:00,Laptop & Accessory,1,28326.53,28326.53,0,1167.6,1364,0,1553,1242,13
50761,2023-08-24 00:00:00,Laptop & Accessory,1,37754.83,37754.83,0,3798.73,1622,0,1314,1051,11
53229,2023-08-24 00:00:00,Laptop & Accessory,1,33546.97,33546.97,1,1687.57,1679,1,2150,1720,18
53318,2023-08-24 00:00:00,Others,3,2403.34,7210.02,0,18.05,576,0,633,506,8
54730,2023-08-24 00:00:00,Others,3,3792.87,11378.61,0,43.9,596,0,633,506,8
53729,2023-08-24 00:00:00,Mobile Phone,1,50170.42,50170.42,0,440.2,913,0,603,482,6
53935,2023-08-24 00:00:00,Mobile Phone,1,50034.69,50034.69,0,902.12,1043,1,1306,1044,13
51661,2023-08-24 00:00:00,Fashion,4,2653.6,10614.4,0,193.06,993,1,1527,1221,9
52714,2023-08-24 00:00:00,Mobile Phone,1,42284.07,42284.07,0,1813.63,871,0,603,482,6
52557,2023-08-24 00:00:00,Fashion,4,4807.25,19229,0,133.21,874,1,1188,950,7
53038,2023-08-24 00:00:00,Mobile Phone,1,25042.06,25042.06,0,1612.69,898,0,1004,803,10
50164,2023-08-24 00:00:00,Laptop & Accessory,1,30430.92,30430.92,0,2316.37,1374,0,955,764,8
51649,2023-08-24 00:00:00,Fashion,2,1783.95,3567.9,1,266.92,1051,0,509,407,3
53850,2023-08-24 00:00:00,Laptop & Accessory,1,59075.03,59075.03,0,1645.13,1643,0,2030,1624,17
53869,2023-08-24 00:00:00,Mobile Phone,1,24954.13,24954.13,0,1617.95,722,0,502,402,5
51499,2023-08-25 00:00:00,Laptop & Accessory,1,47002.62,47002.62,0,581.2,1187,0,836,669,7
54883,2023-08-25 00:00:00,Laptop & Accessory,1,31080.34,31080.34,0,1660.33,1169,1,1911,1529,16
52235,2023-08-25 00:00:00,Fashion,2,4180.23,8360.46,0,189.22,1279,0,1357,1086,8
54231,2023-08-25 00:00:00,Laptop & Accessory,1,43932.19,43932.19,0,2526.68,1918,0,1194,955,10
54020,2023-08-25 00:00:00,Laptop & Accessory,1,76407.64,76407.64,0,1652.18,1779,0,2030,1624,17
53427,2023-08-25 00:00:00,Fashion,4,1621.08,6484.32,0,281.96,1166,0,1188,950,7
51780,2023-08-25 00:00:00,Mobile Phone,1,8602.85,8602.85,1,1833.8,867,1,1205,964,12
55155,2023-08-25 00:00:00,Laptop & Accessory,1,25765.35,25765.35,0,1977.13,1751,0,1314,1051,11
50642,2023-08-25 00:00:00,Others,1,1371.56,1371.56,1,18.85,559,0,633,506,8
52756,2023-08-25 00:00:00,Grocery,13,1662.82,21616.66,0,41.27,881,1,1254,1003,3
50423,2023-08-25 00:00:00,Mobile Phone,1,28311.49,28311.49,0,1812.66,964,0,603,482,6
52229,2023-08-25 00:00:00,Laptop & Accessory,1,75674.06,75674.06,0,2673.56,1268,0,1314,1051,11
51261,2023-08-25 00:00:00,Fashion,3,3904.84,11714.52,1,178.27,899,1,1188,950,7
55160,2023-08-25 00:00:00,Mobile Phone,1,44714.43,44714.43,0,401.78,776,0,502,402,5
53677,2023-08-25 00:00:00,Fashion,3,2108.47,6325.41,0,436.32,889,0,509,407,3
54649,2023-08-25 00:00:00,Mobile Phone,1,54892.23,54892.23,0,545.73,1066,0,904,723,9
53100,2023-08-25 00:00:00,Fashion,2,1109.56,2219.12,0,40.62,1119,0,1018,814,6
55336,2023-08-25 00:00:00,Laptop & Accessory,1,53087.33,53087.33,0,4150.23,1974,0,955,764,8
50874,2023-08-25 00:00:00,Fashion,2,873.22,1746.44,0,73.55,1211,0,848,679,5
50873,2023-08-25 00:00:00,Grocery,12,121.31,1455.72,0,32.41,1219,0,1254,1003,3
55311,2023-08-25 00:00:00,Laptop & Accessory,1,39346.15,39346.15,1,1880.49,1332,1,2389,1911,20
52711,2023-08-25 00:00:00,Mobile Phone,1,22728.97,22728.97,1,1065.28,719,0,502,402,5
53594,2023-08-25 00:00:00,Mobile Phone,1,47936.1,47936.1,0,1052.2,826,0,1004,803,10
53459,2023-08-25 00:00:00,Laptop & Accessory,1,34522.39,34522.39,0,2584.51,1708,0,836,669,7
53804,2023-08-25 00:00:00,Fashion,2,2067.37,4134.74,0,268.5,1149,0,848,679,5
54595,2023-08-25 00:00:00,Fashion,1,4583.74,4583.74,1,304.6,1252,0,1018,814,6
51614,2023-08-25 00:00:00,Laptop & Accessory,1,49473.94,49473.94,0,1135.19,1685,0,1194,955,10
55246,2023-08-25 00:00:00,Mobile Phone,1,18445.13,18445.13,0,2175.66,1111,0,1306,1044,13
50660,2023-08-26 00:00:00,Others,1,1271.81,1271.81,1,49.71,560,0,474,380,6
55019,2023-08-26 00:00:00,Mobile Phone,1,48972.19,48972.19,0,622.93,1102,0,904,723,9
53297,2023-08-26 00:00:00,Mobile Phone,1,8630.82,8630.82,0,2047.49,1058,0,502,402,5
54408,2023-08-26 00:00:00,Fashion,1,4065.2,4065.2,0,345.33,912,1,1527,1221,9
54517,2023-08-26 00:00:00,Others,3,441.33,1323.99,0,96.43,537,0,316,253,4
50578,2023-08-26 00:00:00,Mobile Phone,1,42274.04,42274.04,0,717.22,959,0,703,562,7
53435,2023-08-26 00:00:00,Laptop & Accessory,1,56330.05,56330.05,0,2313.91,1388,1,1791,1433,15
52739,2023-08-26 00:00:00,Fashion,4,4229.93,16919.72,0,437.2,1134,0,1018,814,6
53738,2023-08-26 00:00:00,Fashion,4,774.78,3099.12,0,368.28,1304,0,848,679,5
51014,2023-08-26 00:00:00,Mobile Phone,1,48188.69,48188.69,0,1864.97,682,1,1105,884,11
54551,2023-08-26 00:00:00,Grocery,2,543.98,1087.96,0,22.08,800,1,1254,1003,3
53277,2023-08-26 00:00:00,Laptop & Accessory,1,49858.92,49858.92,0,2779.23,1764,0,1553,1242,13
52654,2023-08-26 00:00:00,Laptop & Accessory,1,28810.29,28810.29,0,2378.19,1777,0,1075,860,9
54107,2023-08-26 00:00:00,Mobile,1,13395.08,13395.08,0,672.38,355,0,281,224,8
51785,2023-08-26 00:00:00,Laptop & Accessory,1,27077.12,27077.12,0,2132.7,1421,0,1194,955,10
51466,2023-08-26 00:00:00,Others,3,3613.35,10840.05,0,17.53,466,0,316,253,4
51067,2023-08-26 00:00:00,Laptop & Accessory,1,42772.02,42772.02,0,1034.82,1238,0,1075,860,9
51674,2023-08-26 00:00:00,Grocery,2,386.27,772.54,0,14.35,1094,1,1672,1338,4
52413,2023-08-26 00:00:00,Fashion,2,3857.36,7714.72,1,410.84,898,1,1357,1086,8
54782,2023-08-26 00:00:00,Others,3,1371.01,4113.03,0,50.73,540,0,553,443,7
53025,2023-08-26 00:00:00,Others,3,3287.33,9861.99,0,44.21,438,0,395,316,5
55534,2023-08-26 00:00:00,Laptop & Accessory,1,36791.13,36791.13,0,3996.84,1521,0,836,669,7
55154,2023-08-26 00:00:00,Mobile Phone,1,12955.08,12955.08,0,1103.3,667,0,603,482,6
51358,2023-08-26 00:00:00,Grocery,9,326.58,2939.22,0,17.83,884,1,1672,1338,4
54130,2023-08-26 00:00:00,Fashion,1,3231.17,3231.17,1,494.62,1159,0,1018,814,6
52901,2023-08-26 00:00:00,Others,1,2888.93,2888.93,0,91.26,460,1,633,506,8
51818,2023-08-26 00:00:00,Fashion,3,3247.89,9743.67,0,300.97,1173,0,848,679,5
54899,2023-08-26 00:00:00,Fashion,2,3522.2,7044.4,0,353.98,913,1,1357,1086,8
50719,2023-08-26 00:00:00,Mobile Phone,1,29773.53,29773.53,0,1233.93,1062,0,803,643,8
52684,2023-08-26 00:00:00,Fashion,4,602.28,2409.12,0,92.89,1155,0,1018,814,6
52447,2023-08-26 00:00:00,Mobile Phone,1,27268.65,27268.65,0,1896.82,954,0,703,562,7
50831,2023-08-26 00:00:00,Mobile Phone,1,49577.82,49577.82,0,2375.83,704,1,1105,884,11
52134,2023-08-26 00:00:00,Laptop & Accessory,1,41076,41076,0,4061.42,1173,1,2389,1911,20
54490,2023-08-26 00:00:00,Laptop & Accessory,1,30468.61,30468.61,0,3903.21,1940,0,1314,1051,11
53645,2023-08-26 00:00:00,Fashion,3,3399.4,10198.2,0,251.26,1186,0,848,679,5
50039,2023-08-26 00:00:00,Laptop & Accessory,1,80014.27,80014.27,0,664.97,1703,0,1911,1529,16
51603,2023-08-26 00:00:00,Grocery,5,1296.25,6481.25,0,36.93,1187,0,836,669,2
53341,2023-08-26 00:00:00,Grocery,4,161.31,645.24,0,37.28,1245,0,836,669,2
50608,2023-08-26 00:00:00,Mobile Phone,1,53609.39,53609.39,0,1460.06,1037,0,1205,964,12
54146,2023-08-27 00:00:00,Laptop & Accessory,1,72801.2,72801.2,0,3317.04,1165,0,955,764,8
53291,2023-08-27 00:00:00,Fashion,4,2200.14,8800.56,0,289.35,943,1,1357,1086,8
54335,2023-08-27 00:00:00,Laptop & Accessory,1,69053.7,69053.7,0,1744.14,1185,0,836,669,7
53187,2023-08-27 00:00:00,Laptop & Accessory,1,46538.16,46538.16,1,1906.72,1825,0,1433,1147,12
50320,2023-08-27 00:00:00,Laptop & Accessory,1,52279.45,52279.45,1,2146.67,1709,0,1433,1147,12
52571,2023-08-27 00:00:00,Mobile Phone,1,47793.57,47793.57,0,964.89,665,0,803,643,8
54443,2023-08-27 00:00:00,Mobile Phone,1,13286.72,13286.72,1,361.44,1028,0,904,723,9
53973,2023-08-27 00:00:00,Fashion,3,3592.24,10776.72,0,131.34,1172,1,1527,1221,9
50817,2023-08-27 00:00:00,Others,1,3152.87,3152.87,0,20.8,493,0,553,443,7
51676,2023-08-27 00:00:00,Mobile Phone,1,54223.51,54223.51,1,2679.19,1094,0,904,723,9
53650,2023-08-27 00:00:00,Grocery,2,1219.2,2438.4,0,41.14,807,0,418,334,1
54177,2023-08-27 00:00:00,Laptop & Accessory,1,30164.99,30164.99,0,2727.38,1556,1,2030,1624,17
50366,2023-08-27 00:00:00,Fashion,2,2591.95,5183.9,0,261.28,809,0,679,543,4
54444,2023-08-27 00:00:00,Mobile Phone,1,13572.3,13572.3,0,1438.28,1008,0,1205,964,12
52358,2023-08-27 00:00:00,Laptop & Accessory,1,27247.64,27247.64,0,2613.21,1857,1,2389,1911,20
55353,2023-08-27 00:00:00,Mobile Phone,1,42390.82,42390.82,1,1141.63,763,1,1306,1044,13
52627,2023-08-27 00:00:00,Grocery,13,1865.13,24246.69,0,45.72,1233,0,1254,1003,3
52317,2023-08-27 00:00:00,Others,1,1505.69,1505.69,0,81.25,369,1,474,380,6
55472,2023-08-27 00:00:00,Laptop & Accessory,1,31409.79,31409.79,0,1805.53,1270,0,836,669,7
50360,2023-08-28 00:00:00,Laptop & Accessory,1,33086.21,33086.21,0,1148.73,1386,1,2389,1911,20
52237,2023-08-28 00:00:00,Laptop & Accessory,1,26770.14,26770.14,0,2943.1,1799,0,955,764,8
53516,2023-08-28 00:00:00,Mobile Phone,1,41480.59,41480.59,0,1447.64,972,0,603,482,6
52594,2023-08-28 00:00:00,Grocery,5,731.19,3655.95,0,8.05,860,0,836,669,2
53515,2023-08-28 00:00:00,Laptop & Accessory,1,82003.96,82003.96,0,3674.72,2022,0,2030,1624,17
54786,2023-08-28 00:00:00,Mobile,1,29805.7,29805.7,0,581.47,333,0,175,140,5
54347,2023-08-28 00:00:00,Laptop & Accessory,1,37166.06,37166.06,0,1672.04,1571,1,2389,1911,20
52692,2023-08-28 00:00:00,Mobile,2,17566.13,35132.26,0,1042.77,275,0,245,196,7
53448,2023-08-28 00:00:00,Mobile Phone,1,20769.04,20769.04,0,2007.56,658,0,502,402,5
55054,2023-08-28 00:00:00,Fashion,1,3347.45,3347.45,0,308.34,852,0,848,679,5
54050,2023-08-28 00:00:00,Laptop & Accessory,1,41655.75,41655.75,0,1967.1,1804,0,1553,1242,13
53219,2023-08-28 00:00:00,Laptop & Accessory,1,35102.5,35102.5,0,2882.34,1652,0,1194,955,10
53512,2023-08-28 00:00:00,Grocery,5,1688.65,8443.25,0,48.47,1201,0,1254,1003,3
50284,2023-08-28 00:00:00,Others,1,1596.77,1596.77,0,95.35,374,0,395,316,5
50814,2023-08-28 00:00:00,Laptop & Accessory,1,58394.64,58394.64,0,2745.39,1258,1,1672,1338,14
55248,2023-08-28 00:00:00,Laptop & Accessory,1,68640.4,68640.4,0,1551.59,1352,0,1672,1338,14
52082,2023-08-28 00:00:00,Mobile Phone,1,8297.02,8297.02,0,2485.35,1106,0,603,482,6
54882,2023-08-28 00:00:00,Grocery,10,288.33,2883.3,0,12.2,904,1,1672,1338,4
52424,2023-08-28 00:00:00,Mobile Phone,1,27415.46,27415.46,1,1647.49,964,0,603,482,6
50207,2023-08-28 00:00:00,Laptop & Accessory,1,69122.12,69122.12,0,3160.68,1180,1,1791,1433,15
51782,2023-08-28 00:00:00,Grocery,5,228.98,1144.9,0,3.46,779,0,418,334,1
53305,2023-08-28 00:00:00,Mobile Phone,1,10207.44,10207.44,0,2159.44,877,0,803,643,8
51912,2023-08-28 00:00:00,Laptop & Accessory,1,52714.81,52714.81,1,1698.08,1882,0,2269,1815,19
53139,2023-08-28 00:00:00,Mobile Phone,1,21666.44,21666.44,1,1834.86,874,1,1105,884,11
51952,2023-08-28 00:00:00,Laptop & Accessory,1,40312.54,40312.54,0,2204.2,1239,1,1791,1433,15
51269,2023-08-28 00:00:00,Mobile Phone,1,34101.98,34101.98,0,1306.54,695,1,1205,964,12
50637,2023-08-28 00:00:00,Fashion,2,2369.4,4738.8,1,448.55,895,0,1018,814,6
52528,2023-08-28 00:00:00,Fashion,4,4578.65,18314.6,0,53.85,948,0,509,407,3
53993,2023-08-28 00:00:00,Laptop & Accessory,1,25605.37,25605.37,0,2162.51,1743,1,2269,1815,19
51132,2023-08-28 00:00:00,Others,3,3985.65,11956.95,0,19.78,379,0,237,190,3
54745,2023-08-28 00:00:00,Mobile Phone,1,47483.01,47483.01,1,2729.49,717,0,603,482,6
51542,2023-08-28 00:00:00,Laptop & Accessory,1,79903.22,79903.22,0,1450.97,2034,0,1194,955,10
50424,2023-08-28 00:00:00,Laptop & Accessory,1,43897.51,43897.51,0,2500.44,1213,0,1194,955,10
54201,2023-08-28 00:00:00,Mobile Phone,1,16100.04,16100.04,0,2081.15,880,0,603,482,6
50671,2023-08-28 00:00:00,Laptop & Accessory,1,57253.25,57253.25,0,4202.57,1981,0,1672,1338,14
51012,2023-08-28 00:00:00,Fashion,4,3069.32,12277.28,0,291.62,1204,0,509,407,3
53096,2023-08-29 00:00:00,Mobile Phone,1,37024.96,37024.96,0,2227.4,940,0,803,643,8
54512,2023-08-29 00:00:00,Laptop & Accessory,1,78276.14,78276.14,0,1091.03,1682,1,2389,1911,20
50833,2023-08-29 00:00:00,Others,3,1119.61,3358.83,0,80.64,565,0,316,253,4
54138,2023-08-29 00:00:00,Grocery,14,851.2,11916.8,0,33.6,1026,0,836,669,2
55080,2023-08-29 00:00:00,Fashion,3,665.3,1995.9,0,57.4,1241,0,509,407,3
51354,2023-08-29 00:00:00,Grocery,10,1517.34,15173.4,0,21.35,938,1,1672,1338,4
50859,2023-08-29 00:00:00,Laptop & Accessory,1,78376.77,78376.77,0,1019.2,1761,0,955,764,8
53816,2023-08-29 00:00:00,Mobile Phone,1,41850.46,41850.46,0,2067.15,752,1,1004,803,10
55158,2023-08-29 00:00:00,Mobile Phone,1,10322.14,10322.14,0,2574.52,714,1,904,723,9
52976,2023-08-29 00:00:00,Mobile,2,27834.46,55668.92,0,2121.97,244,1,456,365,13
55603,2023-08-29 00:00:00,Laptop & Accessory,1,72879.72,72879.72,1,3163.32,1549,0,955,764,8
54100,2023-08-29 00:00:00,Mobile Phone,1,16713.02,16713.02,0,509.06,659,1,1306,1044,13
51352,2023-08-29 00:00:00,Fashion,1,1883.74,1883.74,1,117.69,1055,1,1527,1221,9
55388,2023-08-29 00:00:00,Mobile Phone,1,28844.02,28844.02,0,2592.67,760,0,803,643,8
50185,2023-08-29 00:00:00,Others,2,3020.46,6040.92,0,95.58,570,0,395,316,5
50406,2023-08-29 00:00:00,Laptop & Accessory,1,63316.84,63316.84,0,1893.08,1650,0,1791,1433,15
50764,2023-08-29 00:00:00,Laptop & Accessory,1,81089.84,81089.84,0,4057.73,1404,0,836,669,7
54915,2023-08-29 00:00:00,Others,3,2141.43,6424.29,0,52.41,562,0,395,316,5
54858,2023-08-29 00:00:00,Mobile Phone,1,35857.67,35857.67,0,490.12,870,0,904,723,9
53322,2023-08-29 00:00:00,Others,2,266,532,0,20.35,372,1,474,380,6
52467,2023-08-29 00:00:00,Others,3,2007.94,6023.82,0,80.54,593,0,395,316,5
